x,y,z,j
1282.72,-3398.893,-73,95.8
4489.6,-2232.83,93,50.68
4158.07,-1700.009,19,65.47
1910.78,-1793.327,-71,28.77
1785.79,-1468.797,37,54.76
4517.85,-3917.31,79,19.85
-467.26,264.959,-49,48.83
-599.75,-4676.303,65,71.65
-94.46,453.72,41,51.99
1374.12,207.566,-74,12.18
1312.38,-2543.914,18,92.06
-658.11,-1050.086,-39,55.4
-780.23,-4420.015,6,69.22
-156.84,-441.062,-20,22.86
2570.63,-1506.768,33,12.71
3677.05,771.651,32,36.02
1424.29,454.597,-79,53.24
6.64,-4525.146,29,89.72
4329.45,-4014.747,-98,55.73
-800.0,-2539.157,100,40.9
1824.31,-1893.081,6,35.11
3548.66,-721.256,45,54.41
-429.84,-1292.374,-97,15.74
2620.15,-4712.501,-74,22.24
2812.2,-3949.31,-65,50.6
-688.61,-3840.866,-32,21.15
1433.7,-4926.265,50,62.25
2459.77,-4692.606,-81,15.64
2760.91,295.698,80,45.27
4253.59,-3350.372,-37,79.93
-48.55,-4787.195,-69,22.14
4325.22,-889.189,80,31.17
1884.01,-1846.052,54,66.71
3578.06,-375.548,-69,37.78
2995.63,-535.216,-67,52.89
4112.9,648.167,-44,50.51
1445.95,708.493,45,22.18
242.47,-4067.461,-17,42.52
1942.88,763.899,56,18.16
4571.75,705.61,33,68.79
4241.56,-59.106,9,90.55
4182.27,-1024.414,-54,34.61
1837.25,-3636.16,76,91.64
1133.45,-4073.228,-48,23.8
286.33,757.002,-80,54.27
3550.59,370.643,69,23.38
-450.5,544.243,-57,69.65
3576.75,-2887.75,56,50.71
1011.54,-441.882,46,13.58
2130.15,643.389,-65,14.78
2918.64,-4046.765,91,62.56
4310.3,-13.886,-13,42.32
3417.14,-3172.806,69,57.47
1074.55,-3306.849,100,59.08
4805.43,-4696.193,93,90.75
3651.62,-647.288,-93,11.83
1302.99,247.647,-16,49.22
-893.53,423.143,55,31.72
-904.53,-3859.509,-57,29.07
2011.09,-602.095,1,95.93
3952.83,-836.716,-92,25.54
-671.28,-3658.595,-69,42.51
1587.63,-3095.186,37,85.5
3252.23,-3750.6,-62,13.37
2854.25,-3212.608,-72,85.59
2650.87,-3741.445,34,11.25
4386.87,564.211,36,67.94
4444.13,-2063.39,-1,42.38
643.83,-777.314,92,20.99
1236.42,-3266.296,27,78.82
-389.41,-1420.666,54,59.98
1900.55,-3105.355,36,28.01
1201.94,-1299.953,38,55.05
1203.24,-1304.019,-94,29.0
-84.5,-2164.087,9,36.22
3505.55,-1666.702,-22,57.54
333.32,-250.436,79,38.12
-938.01,-4576.613,-17,60.52
2684.8,312.712,-47,53.42
-357.14,-1486.151,95,45.32
3416.0,-4753.801,20,68.22
2385.16,-3720.733,-100,49.74
3486.09,-606.791,-61,26.81
3834.68,-3275.937,-66,89.3
749.99,-4253.755,60,38.23
590.41,809.995,-73,26.64
2254.52,-4774.075,37,79.8
3112.18,-1137.103,93,26.11
2780.81,-3207.676,83,41.37
-247.51,-4673.509,-34,21.19
3302.24,-1376.936,4,38.08
4127.49,-1870.682,-7,43.98
1618.07,-3964.681,-69,13.65
1681.84,-415.83,2,67.05
1200.93,-3930.293,90,28.89
2438.86,-2917.281,-62,70.75
1898.03,-1012.976,0,72.03
2325.75,-1333.125,-81,76.4
2237.26,-4119.709,34,78.44
3326.59,-4421.706,-81,11.91
-905.59,-2094.115,-64,30.02
1487.34,-258.167,-53,24.36
2756.74,-2199.707,53,88.84
-644.85,-1006.269,45,45.39
-688.66,-4119.35,-91,36.51
4139.06,-2543.583,87,10.22
2742.74,-1508.988,-68,99.13
4105.47,-3337.059,97,84.62
-509.19,-2465.219,-70,92.22
4888.2,-2809.664,-89,14.13
3943.19,-26.572,-66,61.63
4010.26,-1535.412,-3,85.56
3724.71,-770.318,-8,34.26
2578.08,-1362.543,-50,29.62
2474.22,-3813.97,21,63.34
4811.36,157.309,-85,69.47
2037.73,-1197.741,-35,86.91
54.73,-4160.513,-47,39.51
-992.56,-4538.796,-13,54.37
-867.28,-3473.277,-28,45.66
2284.67,-2034.37,-92,86.05
-443.21,-2042.604,94,87.11
1092.79,-2950.033,-40,55.12
4374.94,906.838,48,33.11
121.39,-1927.571,13,14.36
2844.1,-3244.77,-73,71.09
44.26,-2244.359,21,89.3
3745.22,-4955.085,54,14.31
-767.26,-4840.769,69,44.77
3758.78,-2012.422,-93,21.31
1179.28,-310.243,-88,12.82
2012.25,-2758.179,-53,51.7
3224.09,-238.151,-43,33.64
703.69,-3560.046,30,17.57
-603.14,-4246.188,15,51.16
1907.52,-4375.493,79,27.31
4738.93,-1784.056,-55,45.26
4975.91,-2393.11,9,84.95
1072.71,-2581.624,20,73.41
3812.93,-3772.075,15,67.0
2211.76,-4651.287,-69,24.86
3018.83,147.675,-10,34.13
3365.82,-590.228,-74,23.99
-743.58,-4257.643,14,29.69
-705.04,-3738.746,-76,28.37
4244.36,-3059.677,-50,38.94
4688.13,-60.651,-38,48.77
2524.61,87.822,-46,16.46
4677.18,-2121.412,95,99.73
-9.31,-2053.163,-24,54.97
-506.49,639.633,50,94.1
3469.5,-2603.029,-68,47.21
-504.92,-3919.843,76,26.44
2593.74,-3790.81,100,22.77
4030.44,887.989,75,30.51
3143.76,-126.599,63,80.12
4074.99,-1535.446,-16,20.31
2161.73,-3429.899,-19,51.19
335.1,-2986.539,-71,29.32
3884.35,134.676,-80,65.61
1681.21,-4838.668,-20,59.84
1689.27,-3190.717,-75,33.79
1501.67,684.991,-62,48.33
-432.49,-857.082,-43,76.85
1999.62,-648.054,-56,56.8
1096.24,562.607,86,45.34
3078.59,325.355,29,92.03
840.19,71.382,27,87.46
4839.87,-487.069,-76,69.5
1128.34,-1712.042,-10,71.18
2140.16,-2182.166,-99,86.03
1145.51,-2463.547,-82,21.8
2335.95,-514.08,-5,99.08
14.37,-1759.356,-48,87.06
-123.33,-630.87,50,68.04
114.69,-3891.07,94,35.27
742.77,-2130.016,-52,88.32
374.04,-2868.106,-91,41.26
1348.34,-3218.326,18,83.34
4405.84,-3397.915,52,36.38
634.32,-3158.202,-54,56.62
3212.89,-1787.952,-21,67.63
-733.39,-366.164,87,97.38
986.18,-160.692,27,12.23
892.56,-3300.357,-15,44.93
4415.31,-766.861,78,86.68
240.46,-4168.178,82,68.68
309.75,-4271.001,-74,25.71
4254.58,-1682.873,47,65.21
2516.09,-1374.84,-41,31.96
15.37,-725.74,-4,48.0
4219.15,-2822.459,-67,50.17
4532.68,-2116.748,-38,24.33
4794.9,-4879.8,-58,26.4
3525.02,-2742.228,30,78.9
3034.55,-1872.028,89,51.25
2665.56,-4573.264,-95,45.01
3950.96,748.289,-12,82.2
3681.47,-2095.824,31,11.83
436.5,-3538.277,59,98.41
2308.48,-1046.608,-70,91.89
1846.62,-117.039,-16,86.6
3128.8,-948.954,-86,61.01
2122.66,829.053,69,14.67
3531.31,-1992.902,25,90.06
4211.2,-2018.096,99,86.56
-981.98,-13.985,41,60.88
2372.27,-2279.056,-63,26.69
-937.14,-2015.462,92,48.33
4346.6,-3885.22,93,26.06
-471.16,-375.494,74,93.6
4745.48,-3742.781,-8,63.32
4506.03,505.926,66,70.5
4647.16,-3816.678,-9,70.73
2029.04,-1493.058,95,75.28
556.5,-2539.023,-17,33.69
-361.54,-113.636,46,33.92
-554.52,-2151.395,28,68.21
3004.9,-1042.361,-31,83.61
176.66,-3428.32,-67,72.59
3141.56,-101.675,40,50.94
-723.01,-2614.146,49,16.49
2799.9,-1024.372,-15,34.23
2614.1,-4875.715,88,57.27
3261.15,-1674.014,-91,52.08
-613.38,-576.177,2,89.29
3823.07,-1565.22,-55,64.66
282.63,-3157.293,22,51.44
-208.76,-246.147,7,71.62
4827.28,-4664.453,-38,57.13
-712.89,-72.299,51,11.07
985.97,-813.219,-33,77.98
4827.22,-693.095,-19,89.69
-937.46,-1942.268,-3,83.81
2079.81,-3473.666,35,94.72
772.96,718.272,-32,58.33
52.82,-3857.458,67,72.53
3524.18,-1206.48,-49,14.69
91.66,-4623.187,-56,64.13
4406.75,-2143.355,-96,25.06
-546.24,-1675.78,9,44.05
1573.2,-3482.264,71,89.15
3960.38,922.921,-56,72.31
4644.82,-3630.965,72,96.3
-147.61,-2184.206,15,50.97
-715.39,-3202.565,14,64.81
-769.1,-3044.752,-1,85.31
3977.98,413.29,40,68.83
-244.96,-170.579,-64,14.04
1178.92,-1891.492,54,70.31
303.55,-657.989,82,84.0
1682.49,-943.686,87,61.07
4928.4,-2032.073,-61,55.05
4892.4,-1626.592,-39,97.31
-809.94,-2212.564,-4,96.42
-691.39,-4153.772,-16,38.68
-433.09,-4748.98,-47,54.65
-96.62,883.16,-88,76.59
157.38,-770.788,87,77.23
4671.61,-3383.745,90,57.59
-512.13,-2911.53,-5,21.29
-79.12,524.378,10,83.21
523.58,-3335.125,22,95.19
522.83,-4116.805,-41,21.94
3401.75,-774.95,27,83.63
-276.96,-3405.424,40,81.57
769.56,-479.716,100,88.56
227.47,-2303.355,-96,54.93
4221.18,-2537.163,-42,93.49
2856.76,-2597.452,83,52.87
1927.23,-3713.917,72,42.14
3419.51,-2104.388,98,48.31
3639.73,711.115,-100,86.61
4466.83,-2750.564,-1,17.5
2811.43,-1345.504,-48,62.06
4329.26,-634.283,-58,12.26
4602.36,-440.775,-14,98.05
3243.86,-1976.856,-88,62.17
3262.82,-3147.785,89,85.37
2613.71,-4636.852,69,25.99
4580.98,-1174.484,-76,77.88
3267.2,-4075.915,-68,46.68
353.09,-197.697,-98,60.73
3110.93,975.256,61,28.77
177.11,-2626.477,1,40.27
1392.06,-12.886,21,29.95
2819.81,370.603,45,14.25
4291.21,979.646,80,11.67
-236.59,-1780.94,31,20.78
770.12,-3866.845,35,46.47
-134.6,-849.01,-89,12.21
1880.18,178.433,-50,91.28
1900.69,-4465.324,56,89.04
148.79,-1389.267,9,78.62
358.67,-1450.933,-81,66.26
2373.4,-4811.983,-26,48.29
2374.1,300.58,-4,80.59
2205.98,-3430.398,35,73.36
1310.67,-3809.972,52,18.73
145.47,-2065.883,29,27.38
2419.85,562.24,-16,76.72
1379.62,-3287.115,-20,16.9
4865.64,-3926.838,28,79.0
4390.6,-3079.05,16,39.22
2665.74,-1401.562,83,38.25
995.03,-965.253,-83,54.7
1846.1,-289.885,53,15.59
3099.21,-186.194,30,18.36
4480.94,101.612,78,76.56
1290.52,-2687.595,-39,10.08
4348.68,-4921.972,-93,88.42
172.5,-262.273,-12,62.42
4792.83,-1802.353,-77,56.3
3493.11,-4354.696,-72,16.99
4505.11,-4082.068,-98,23.36
3642.25,-3112.907,-53,75.93
1801.03,-2178.663,-35,15.15
227.46,-3901.172,-10,83.36
-226.88,550.106,100,83.9
4691.22,928.151,64,91.06
2480.64,-1398.619,18,72.2
10.57,-146.889,-19,44.6
3873.29,-4445.226,90,62.84
1895.54,556.558,-21,96.41
1622.16,-1060.537,64,24.8
2815.72,-3330.403,-7,84.64
-661.3,-1672.816,-26,13.29
-380.57,-3798.552,43,39.17
208.91,-2872.615,-42,78.06
463.25,212.423,0,55.11
2432.25,-1707.363,79,98.96
-845.33,97.337,-6,44.47
-91.43,-2744.516,-66,94.56
1027.64,-4147.78,2,93.0
2792.19,-2754.122,2,83.86
381.8,-4899.232,-2,65.63
4520.43,-1898.752,60,54.91
-108.34,-3490.983,62,79.05
798.36,-2621.939,-31,84.53
532.46,-958.939,-6,51.89
3179.06,-4240.614,95,38.69
1087.74,-2444.867,-83,18.07
2598.31,-4648.686,54,28.08
4911.33,-3221.7,-44,34.2
2096.11,-2408.829,7,70.97
3408.56,-3775.844,83,94.69
-258.33,353.179,-30,98.81
-216.06,-1963.516,56,96.13
2598.5,-4116.639,29,38.03
895.23,-2978.709,58,93.88
1105.16,-1431.083,44,20.38
219.43,-3535.334,89,88.58
4651.88,985.758,74,50.89
657.47,-2270.405,14,73.46
4956.74,817.024,-1,49.24
4061.74,-4460.328,21,52.75
1572.2,-1317.034,9,53.26
-551.83,-4455.578,86,32.15
156.96,-602.021,-55,40.35
4388.61,-3100.729,55,39.5
592.24,-608.165,-54,83.29
-504.0,-3490.24,-19,27.3
4991.88,-3885.752,-20,24.13
2354.0,-4649.013,-84,52.98
-149.4,-2757.181,-11,36.03
257.96,-4379.923,14,84.36
-420.46,-2375.119,62,14.49
3386.28,-112.55,46,98.08
3407.27,-4225.557,-50,32.27
538.98,-1532.511,-92,34.17
4317.43,-4287.551,9,11.82
2275.73,-2853.106,-94,63.77
3004.25,-3482.289,88,82.73
-326.97,-2661.433,28,61.8
1667.12,-4709.264,29,53.81
4391.79,-3997.359,67,46.77
4412.22,159.172,48,52.15
560.6,-2774.864,83,62.73
177.79,23.335,75,86.18
-214.72,93.162,-38,31.26
2324.81,-1289.37,12,66.47
64.22,-2734.847,87,12.36
2501.03,724.886,87,16.37
-205.73,-1757.392,33,77.22
3713.44,-148.401,38,13.3
4295.11,-350.612,28,35.15
3774.13,787.615,89,71.53
578.64,-1541.587,47,67.78
2558.95,-2689.505,98,42.71
3068.38,-3354.139,9,67.13
3264.61,-3130.339,47,33.82
3964.11,-1838.544,75,96.68
471.84,-1756.353,45,79.97
1655.36,-4384.822,-29,36.37
1793.91,-1723.568,95,76.84
1972.97,346.063,1,89.68
-824.62,-4592.884,-62,48.85
-496.19,-2819.143,59,51.17
286.33,-1600.245,25,41.5
-822.41,-3972.885,-29,81.65
-697.73,-3585.018,43,18.45
1706.11,-1309.382,-71,17.39
4660.59,-3370.209,-47,40.28
4754.74,-2679.023,32,13.93
1780.02,-3028.722,57,26.02
3881.48,-1626.383,-3,76.43
1214.98,-4599.55,82,62.17
789.42,-4535.115,-12,26.29
1742.79,749.184,-35,56.41
-257.91,-63.515,-45,95.97
-798.09,-2209.991,82,92.17
4576.15,-2775.336,-21,65.74
3140.62,-2610.624,40,74.54
2363.39,877.291,86,18.84
835.32,15.006,21,11.47
2144.37,-3646.466,-70,26.01
3694.57,-3210.372,66,91.58
3074.26,-335.669,100,71.42
3201.72,-3306.29,51,82.99
-619.21,-3393.434,-77,96.25
1100.83,781.017,-82,50.34
1651.74,-55.801,4,44.83
1589.2,-775.769,-92,42.62
-5.51,-620.56,76,14.22
1214.3,-1085.699,78,69.21
1645.25,-4855.331,12,11.42
3384.39,26.262,65,11.95
1421.57,-3592.845,-52,66.16
2186.37,-3288.195,30,86.03
792.19,94.088,-5,23.8
4290.27,-1701.243,-2,84.06
-103.79,-59.533,-86,64.43
2782.03,-2973.43,100,95.8
3434.07,-899.364,95,14.98
1231.47,-18.175,36,45.1
3107.71,-1724.646,-5,94.38
1631.31,-3365.497,87,87.47
2606.49,-1474.753,-66,29.82
522.72,-452.055,30,49.87
3406.11,-1279.152,31,34.73
3130.92,-2079.808,3,13.51
4972.41,-3754.067,-56,13.11
3704.99,-401.917,19,93.2
885.56,-3058.537,-76,94.51
-805.26,-4644.126,-16,20.61
2758.39,-4608.697,90,74.85
299.87,-4499.228,51,51.7
794.16,-1223.761,-37,67.88
3115.92,-2316.88,0,81.25
4219.96,-3657.69,20,55.83
3716.59,-3362.082,-14,89.15
2026.35,-1329.972,89,23.45
3221.79,-3890.628,-39,20.78
4791.03,-4742.163,42,18.45
2485.56,-4930.252,43,93.68
1719.43,-3126.158,88,81.38
4610.25,997.132,4,88.01
2111.29,854.905,18,49.34
4068.44,-1919.054,-6,53.4
2034.62,-1373.285,11,73.46
2445.78,-4693.628,89,67.1
1471.05,300.003,-92,19.52
1868.01,-626.299,76,67.33
-945.16,-991.798,-38,92.86
2846.13,530.989,5,55.2
2404.11,726.181,34,17.36
753.55,-726.334,-25,74.68
68.02,-1763.189,-89,48.98
1703.56,-2215.456,-39,76.69
3294.81,-205.218,-65,79.2
3311.92,674.896,-78,33.28
1097.69,-4022.363,77,47.71
2050.39,516.4,93,73.54
1013.1,273.354,28,49.55
2568.16,-4457.142,-90,24.34
4353.12,-4257.474,-45,12.6
-401.46,-3706.557,48,79.24
-649.27,-4873.454,-90,72.47
-844.03,-3330.756,-12,96.88
4026.65,350.567,19,13.63
82.94,282.28,-78,82.68
2500.76,-2680.722,99,30.45
1045.54,-4465.468,44,49.82
2203.74,661.185,-1,47.28
3433.41,-4980.36,-3,75.71
2340.73,203.858,-48,79.07
3423.28,-2748.786,6,60.89
3342.21,-1189.86,54,80.73
2256.01,-367.512,0,34.86
695.55,132.88,-59,60.62
4502.85,206.0,-24,43.0
787.25,-2352.57,74,57.43
1543.11,-4813.32,-28,66.76
1943.55,-3516.625,46,25.8
382.27,-129.52,-100,46.42
397.45,-330.404,-24,27.77
296.69,-4048.309,100,93.0
-286.87,-4786.956,-45,12.42
512.96,-4801.668,-46,67.92
541.93,-1353.82,-92,42.75
1813.23,-3574.957,25,56.27
4297.92,-1506.979,18,43.83
741.85,-1190.857,-32,61.28
4021.86,-1265.576,66,67.24
-697.43,-332.154,75,17.81
4811.88,-3947.247,57,80.86
1350.04,-814.103,-77,64.42
4218.01,-976.98,-98,44.17
4823.18,-3366.314,-71,89.03
1133.14,-3431.593,-100,82.09
4784.86,430.616,-4,23.97
2262.69,-2439.039,25,73.28
3239.44,-1487.605,-8,27.15
4529.29,-769.742,35,35.04
3287.19,-3804.603,57,98.64
3720.24,-3126.933,92,95.74
4899.46,-2024.89,-13,88.86
-741.37,-2023.002,84,28.3
1158.41,-3645.303,28,60.3
379.28,-4371.541,-38,46.69
1215.07,332.513,95,25.54
2119.77,648.533,-88,20.78
3486.09,-3991.022,33,70.46
3639.25,-959.358,43,89.35
3373.37,881.918,86,41.75
3519.8,-292.272,84,51.03
1791.88,-3504.509,-80,50.39
3718.58,913.958,81,40.0
2191.73,-1350.612,34,78.69
1755.92,-3976.52,-25,11.58
1940.33,-2229.177,37,44.73
1441.06,-593.531,-87,23.82
745.91,-4332.982,-47,32.75
4039.93,-606.582,-79,56.07
4572.34,-1169.558,96,32.41
3377.38,-4211.17,6,65.16
764.99,-4173.435,-98,41.86
901.54,-2592.927,-8,66.43
-425.46,-4718.76,-55,78.03
2924.41,-3776.852,-66,35.97
3297.53,668.773,59,37.07
2507.83,-1033.713,-76,95.67
4998.99,-3067.017,-78,61.19
4649.85,-3741.109,-90,62.33
-416.17,195.337,-78,32.87
4314.11,-424.354,14,86.07
2329.55,-4859.998,-43,78.96
2750.85,-1948.34,5,64.0
2768.66,-81.98,-67,96.78
2445.7,-3534.565,41,53.88
-567.22,-1078.453,-44,43.66
146.98,-4849.79,-52,71.86
2158.28,-4088.696,87,98.44
960.55,-4740.512,80,83.08
-518.88,-1250.824,98,18.68
4861.26,-1657.28,-6,41.77
4454.05,-4752.166,-9,78.56
-106.94,-1500.652,17,80.96
645.29,-852.108,-87,37.88
1552.31,688.395,-38,89.83
-753.07,-3875.694,91,31.37
3418.15,567.015,34,43.2
1607.17,-1675.198,-33,67.72
4609.48,-1445.166,-63,15.27
3883.26,-3971.881,3,63.24
-504.39,-4393.619,-53,78.91
1001.27,-1318.559,-25,20.8
547.44,-390.477,72,60.46
2738.09,15.401,-94,92.89
141.87,-549.845,100,88.3
1251.53,-4924.202,-51,52.17
-532.51,-1803.945,-49,30.68
4065.16,-4200.175,-68,46.01
4441.59,-2750.839,-10,40.58
2450.1,-4320.981,78,57.73
2130.12,-733.478,-62,65.88
1363.66,-4945.414,-59,24.16
3466.79,-976.234,-73,57.06
3601.64,-2475.852,-52,56.66
-729.26,-3535.042,68,27.84
145.72,787.773,-23,70.44
4544.08,793.82,-17,43.14
3167.62,646.226,17,11.09
1398.34,-2362.48,-32,36.25
3874.56,-3577.901,50,11.06
3857.7,-724.987,16,64.1
-666.14,-768.595,71,15.2
3420.64,-3783.662,6,95.48
-583.27,-3158.87,-69,72.31
-900.71,-4228.272,69,88.9
3430.24,-1393.165,76,89.99
3589.74,-660.528,7,83.68
3103.46,-3477.641,-10,29.33
4841.51,-4473.166,-91,36.78
1876.92,-1829.61,8,89.67
-509.78,-687.701,97,87.51
3266.49,536.296,64,48.3
2535.46,-580.735,-29,80.39
2898.21,-4917.175,-39,74.65
402.49,-4238.832,85,31.91
4148.44,459.277,-24,48.07
3830.33,-2896.238,-27,79.87
-638.17,-1492.285,40,89.38
3660.02,-3485.741,-75,59.13
3726.41,-462.031,70,83.49
466.24,569.278,-43,79.59
1659.16,-2009.255,3,85.85
441.84,675.532,-12,72.15
-453.62,-54.855,31,41.66
3981.97,-2304.8,12,96.18
3120.95,-262.8,-3,36.73
722.95,-2475.388,29,60.82
4336.85,-3870.239,24,64.18
4729.1,-4014.356,-6,23.23
-186.44,-2233.528,-70,30.73
4847.17,-3958.073,-52,13.47
-704.24,621.321,97,32.82
2097.38,-537.32,-50,93.65
104.36,-4240.372,-45,20.63
1022.97,-2729.486,-46,98.97
85.8,553.012,-10,28.11
1078.62,49.802,-72,78.13
3949.82,-2319.007,-62,82.62
3442.36,334.181,-69,38.47
2601.69,-4795.01,76,39.06
980.14,-2265.475,33,18.55
4486.08,-4575.154,-17,62.16
-598.94,-4464.076,-91,17.26
-811.56,-3228.489,100,22.16
4896.24,-2758.331,87,86.72
-518.36,-1351.809,-11,91.01
40.81,-299.671,-4,84.2
3689.49,-1704.132,42,95.19
1291.74,-757.53,-98,63.33
2704.9,-1740.165,-54,43.93
1612.77,-4935.651,22,40.88
1602.26,-4961.109,-79,68.1
3201.24,-1192.15,57,88.84
3661.67,-3664.188,-59,89.86
3433.52,455.894,-10,66.3
4669.91,-3598.031,27,58.65
4161.85,-3224.939,-49,83.48
3465.68,-1403.367,-14,37.02
1656.48,-3525.154,11,99.08
1982.57,-2459.092,16,87.28
4137.7,-2032.483,57,48.87
3183.7,-1456.756,28,80.58
3642.58,-2661.954,-49,44.93
-619.6,-3025.333,-43,56.73
-191.05,-4050.06,67,28.72
2224.8,-1183.144,-87,56.01
3095.66,-4552.678,52,31.66
3215.32,-2224.506,-3,47.32
-634.94,-3454.007,19,94.09
4508.33,125.713,-73,84.8
-90.19,-1643.628,-20,91.27
4121.01,-1085.404,-42,85.44
976.74,-2811.688,81,35.33
-41.02,769.603,-85,40.64
88.67,-3378.113,-63,49.13
-988.87,-3311.916,-44,76.62
4613.89,-4224.104,-41,89.14
3619.15,-3536.877,-11,49.21
2584.02,-616.975,59,29.22
4341.01,-297.427,-29,41.36
1352.84,487.295,-19,14.41
802.97,575.588,20,70.17
2573.58,-1587.103,8,96.93
1198.8,-3321.098,-25,15.85
1202.14,-1450.502,-21,84.36
1449.65,-311.208,2,66.12
716.74,-823.51,62,32.28
4040.88,-2214.005,-68,22.09
2143.3,86.183,34,66.09
2564.0,-2135.756,-9,72.87
1112.06,-3707.077,77,89.91
3922.1,-3436.236,-33,48.28
2414.04,-4828.116,-16,51.46
1717.89,-3113.699,-12,77.41
-400.26,-2915.532,76,76.79
786.17,-2003.085,82,19.56
1994.21,-1581.651,-93,19.27
3316.63,-1202.448,3,10.54
4403.06,-2869.164,-30,53.22
838.04,-4346.459,-22,72.24
1325.63,-1001.22,32,28.19
2944.7,-3385.215,13,60.7
-120.28,-2318.969,17,71.71
2937.1,-1794.411,94,34.26
2149.72,-1938.994,19,85.59
4671.16,-2193.36,-19,32.73
2585.99,-3506.851,-4,77.62
4912.71,-1221.246,-76,94.57
995.54,-3271.658,-61,24.43
4049.27,-1666.78,-36,74.43
-749.54,-2795.585,-30,69.54
4374.53,-2087.989,4,31.86
-980.79,-2405.05,-4,44.65
107.21,-3577.921,83,50.32
2554.06,-204.379,-20,15.45
1272.85,716.965,92,11.26
3075.52,-4752.451,81,75.22
-502.18,500.323,-89,51.67
343.69,-3737.571,-19,30.74
-742.58,-4801.903,-52,32.41
1547.86,-1461.26,-50,81.61
207.74,-1805.992,21,72.92
4236.11,-3623.284,37,96.17
-110.41,-1923.782,74,30.64
3314.19,-4198.775,68,76.3
353.79,-952.104,81,50.99
4739.02,-2994.39,-58,28.77
-212.67,-473.491,75,50.03
1054.35,-1137.466,21,94.72
883.3,-4617.358,23,52.52
2114.03,-4982.998,58,12.26
-841.76,-3455.534,-79,93.79
341.43,-4460.233,62,35.58
3417.7,-4013.171,45,40.46
-701.73,-4093.715,-48,43.66
1189.12,-4037.622,-90,95.59
901.75,-2796.928,-2,36.94
3030.7,-1422.071,-56,59.89
340.16,-908.695,-79,72.95
2950.36,-1200.695,57,11.12
1987.21,-4878.624,68,75.53
273.3,-220.414,11,61.75
242.21,804.662,19,73.07
3430.13,415.235,-58,28.46
4870.05,-1460.81,73,66.54
651.91,-871.882,-38,57.33
4506.4,-2044.685,95,59.6
1596.06,340.776,30,27.72
-107.04,-1683.035,-81,58.18
117.17,-4520.6,7,23.24
-321.84,-3443.454,-99,53.36
1201.53,-394.08,-51,63.98
1663.26,152.232,-43,62.57
1006.01,-2983.304,-29,61.18
-149.47,-160.137,20,25.44
854.87,-2742.121,-5,46.42
3842.43,-402.241,-68,81.27
1383.48,-3168.147,81,46.16
1327.47,392.208,-81,25.54
2764.85,-4145.462,-24,32.07
4913.87,-2512.479,89,13.04
4736.4,-4354.721,-48,70.74
552.33,-1878.387,-17,15.02
138.81,-2874.05,-56,77.54
-694.28,105.183,77,28.25
4137.47,-4581.063,4,24.18
679.76,-4246.04,3,83.51
-379.1,-2161.785,-57,26.72
1966.16,-2575.567,-79,98.74
1787.73,-1688.547,6,40.55
4589.11,-1014.01,-79,78.17
3156.09,-2180.368,-91,30.58
1016.6,-2936.681,20,22.56
1073.09,-2077.262,-82,44.72
4746.71,-2299.978,5,87.12
1773.68,428.301,34,13.75
4007.94,-4626.3,24,32.33
3738.92,376.551,11,47.37
1717.03,-1944.822,-23,14.81
2428.83,-258.568,58,60.93
4866.87,-2206.76,-7,19.26
1933.84,-4011.709,1,21.59
3510.81,988.828,63,53.47
-444.55,-4561.365,3,74.53
3080.78,-453.129,-49,29.78
3408.23,-2588.529,46,21.49
4413.24,13.624,74,13.62
-144.23,-3147.881,57,50.52
289.2,-4983.932,-20,46.9
3749.32,-4896.836,-97,62.66
4064.32,-3531.227,-12,83.78
4376.14,-4464.398,-12,57.74
-16.08,-1208.211,77,16.39
4397.62,-3680.54,-87,35.95
754.42,-1495.602,-83,28.83
2356.92,-3107.238,23,92.9
2130.31,-1157.48,63,62.02
821.87,-2177.691,15,86.92
2473.84,974.376,-56,38.76
249.94,-2154.367,80,77.75
-964.28,-4059.592,22,48.17
4719.52,-3443.376,46,46.87
475.84,-1275.459,74,60.58
2418.74,-4241.249,-30,76.81
4603.74,-2815.421,82,40.85
3046.17,-1121.558,-98,55.39
4680.29,-499.164,1,75.77
2459.07,242.784,-63,67.01
4759.08,-4655.52,-95,83.97
600.7,-4782.205,-81,55.18
570.44,-2890.368,26,12.17
3774.82,393.13,74,96.44
3956.57,-4955.088,-39,31.23
1648.76,-634.237,74,65.81
3008.86,-1917.174,-47,92.25
167.05,-1486.521,-6,75.79
1557.62,-1742.393,22,63.38
1411.03,-4422.767,-62,97.73
4000.42,-2897.417,77,50.07
3575.57,339.985,43,81.41
1613.14,-583.409,2,13.59
4995.14,-2099.009,24,42.63
1567.06,-3594.71,-90,31.37
-536.54,-3313.864,92,27.71
2651.02,-4063.889,83,27.61
556.64,-786.753,-93,72.94
1315.9,-2147.092,7,53.2
2281.61,-609.658,56,24.33
1676.47,-2347.629,82,58.18
3648.73,593.721,-20,39.52
4154.42,-3313.805,81,88.83
4841.98,-3264.789,62,88.19
1136.8,-2106.122,72,16.52
1201.5,-4755.306,4,39.45
170.31,-1703.561,-59,95.67
2227.65,-2771.153,74,10.31
2062.77,-4616.03,47,99.07
4313.11,-1800.892,-65,40.56
3572.27,-4374.477,-38,60.44
1872.79,-3410.381,-14,11.19
4723.16,-4206.263,27,47.87
-816.12,-4367.347,64,75.81
1165.13,387.741,3,79.18
3445.39,-688.608,18,62.65
